"X","taxon_name","genus","family","leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height","original_leaf_mass_per_area"
5764,"Alchornea thozetiana","Alchornea","Euphorbiaceae",NA,NA,108,55,5,NA
5765,"Alectryon semicinereus","Alectryon","Sapindaceae",NA,48.2,142,60,15,NA
5766,"Aleurites moluccana","Aleurites","Euphorbiaceae",NA,NA,140,98.8,35,NA
5767,"Alocasia brisbanensis","Alocasia","Araceae",23.8,10,NA,61.6,2,23.8
5769,"Alphitonia whitei","Alphitonia","Rhamnaceae",127,62,140,57.5,30,127
5770,"Alstonia constricta","Alstonia","Apocynaceae",NA,1.28,120,26,18,63.2
5771,"Alstonia muelleriana","Alstonia","Apocynaceae",92.9,2.76,70,42.5,37,92.9
5772,"Alstonia spectabilis","Alstonia","Apocynaceae",NA,2.5,NA,NA,25,NA
5774,"Alyxia ilicifolia","Alyxia","Apocynaceae",257,100,NA,37.5,5,257
5775,"Alyxia oblongata","Alyxia","Apocynaceae",NA,NA,30,9.5,5,NA
5777,"Amaranthus hybridus","Amaranthus","Amaranthaceae",NA,NA,70,NA,2,NA
5780,"Ampelocissus gardineri","Ampelocissus","Vitaceae",NA,NA,105,50,NA,NA
5783,"Anacolosa papuana","Anacolosa","Olacaceae",NA,NA,102,47.5,7,NA
5784,"Aneilema acuminatum","Aneilema","Commelinaceae",62.2,0.951,70,17.5,0.4,62.2
5786,"Angiopteris evecta","Angiopteris","Marattiaceae",NA,NA,800,267,3,NA
5787,"Anisomeles malabarica","Anisomeles","Lamiaceae",NA,NA,70,41,2,NA
5791,"Anopterus macleayanus","Anopterus","Escalloniaceae",86.2,18.7,200,30,15,86.2
5792,"Anthocarapa nitidula","Anthocarapa","Meliaceae",81.2,NA,102,38.8,30,81.2
5793,"Antidesma bunius","Antidesma","Phyllanthaceae",NA,20.4,120,50,10,NA
5794,"Antidesma erostre","Antidesma","Phyllanthaceae",85.8,13,93.5,37.5,20,85.8
5795,"Antidesma excavatum var. excavatum","Antidesma","Phyllanthaceae",NA,NA,108,47.5,8,NA
5797,"Antirhea ovatifolia","Antirhea","Rubiaceae",NA,NA,40,21,5,NA
5798,"Antirhea putaminosa","Antirhea","Rubiaceae",NA,NA,31,17.5,7,NA
5800,"Aponogeton elongatus","Aponogeton","Aponogetonaceae",NA,NA,100,30,NA,NA
5802,"Araucaria cunninghamii","Araucaria","Araucariaceae",NA,283,12.5,2.5,50,219
5803,"Pararchidendron pruinosum","Pararchidendron","Fabaceae",39.8,44.7,57.5,25.8,20,39.8
5804,"Archontophoenix cunninghamiana","Archontophoenix","Arecaceae",86,568,750,40.8,30,86
5809,"Ardisia hylandii","Ardisia","Primulaceae",NA,NA,62.5,17.5,4,NA
5810,"Ardisia bakeri","Ardisia","Primulaceae",NA,NA,75,17.5,10,NA
5815,"Argophyllum jagonis","Argophyllum","Argophyllaceae",NA,NA,135,75,3,NA
5816,"Argophyllum ferrugineum","Argophyllum","Argophyllaceae",NA,NA,52.5,65,4,NA
5817,"Argophyllum cryptophlebum","Argophyllum","Argophyllaceae",NA,NA,80,52.5,3,NA
5818,"Argophyllum lejourdanii","Argophyllum","Argophyllaceae",NA,0.607,112,45,6,NA
5819,"Argophyllum nullumense","Argophyllum","Argophyllaceae",65.5,0.046,100,35,8,65.5
5820,"Argophyllum verae","Argophyllum","Argophyllaceae",NA,NA,145,77.5,3,NA
5822,"Argyrodendron sp. Boonjie (B.P.Hyland RFK 2139)","Argyrodendron","Malvaceae",184,NA,125,30,20,184
5823,"Argyrodendron sp. Karnak (P.I.Forster+ PIF10711)","Argyrodendron","Malvaceae",NA,NA,122,52.5,25,NA
5824,"Argyrodendron sp. Mt Haig (L.S.Smith+ 14307)","Argyrodendron","Malvaceae",NA,NA,102,22.5,30,NA
5825,"Argyrodendron sp. Whitsundays (W.J.McDonald+ 5831)","Argyrodendron","Malvaceae",NA,NA,130,55,20,NA
5826,"Argyrodendron sp. Whyanbeel (B.P.Hyland RFK1106)","Argyrodendron","Malvaceae",NA,NA,242,92.5,25,NA
5827,"Argyrodendron actinophyllum","Argyrodendron","Malvaceae",105,NA,140,32.5,47,105
5828,"Argyrodendron polyandrum","Argyrodendron","Malvaceae",NA,NA,85,30,45,NA
5829,"Argyrodendron trifoliolatum","Argyrodendron","Malvaceae",100,110,106,30,53,100
5830,"Aristolochia nauseifolia","Aristolochia","Aristolochiaceae",NA,NA,205,90,NA,NA
5831,"Artanema fimbriatum","Artanema","Linderniaceae",NA,0.0656,60,20,1,NA
5833,"Arytera sp. Dryander Creek (P.R.Sharpe 4184)","Arytera","Sapindaceae",NA,NA,110,46,6,NA
5834,"Arytera pseudofoveolata","Arytera","Sapindaceae",NA,NA,115,47.5,25,NA
5835,"Asclepias curassavica","Asclepias","Apocynaceae",NA,NA,108,17.2,1.5,NA
5837,"Asparagus racemosus","Asparagus","Asparagaceae",NA,38.2,NA,NA,5,NA
5838,"Asteromyrtus angustifolia","Asteromyrtus","Myrtaceae",NA,NA,38.5,5,10,NA
5839,"Asteromyrtus brassii","Asteromyrtus","Myrtaceae",NA,0.19,70,10,25,NA
5842,"Atalaya oligoclada","Atalaya","Sapindaceae",NA,NA,72.5,30,3,NA
5843,"Atractocarpus chartaceus","Atractocarpus","Rubiaceae",67.9,33.5,100,17.5,6,67.9
5844,"Atractocarpus fitzalanii subsp. fitzalanii","Atractocarpus","Rubiaceae",NA,NA,142,90,20,NA
5845,"Atractocarpus fitzalanii subsp. tenuipes","Atractocarpus","Rubiaceae",NA,NA,110,52.5,20,NA
5846,"Atractocarpus merikin","Atractocarpus","Rubiaceae",81.7,NA,120,60,5,81.7
5847,"Atractocarpus sessilis","Atractocarpus","Rubiaceae",NA,49.4,75,160,15,NA
5848,"Auranticarpa edentata","Auranticarpa","Pittosporaceae",NA,NA,55,26,20,NA
5849,"Auranticarpa ilicifolia","Auranticarpa","Pittosporaceae",NA,NA,115,40,20,NA
5850,"Auranticarpa papyracea","Auranticarpa","Pittosporaceae",NA,NA,95,35,35,NA
5851,"Austrobuxus megacarpus","Austrobuxus","Picrodendraceae",NA,NA,66,23,30,NA
5852,"Austrobuxus swainii","Austrobuxus","Picrodendraceae",59.5,NA,105,30,40,59.5
5853,"Austrosteenisia mollitricha","Austrosteenisia","Fabaceae",NA,NA,89.5,41.5,NA,NA
5854,"Backhousia enata","Backhousia","Myrtaceae",NA,NA,26.5,15,12,NA
5855,"Backhousia angustifolia","Backhousia","Myrtaceae",NA,1.06,32.5,6.5,15,NA
5856,"Syzygium anisatum","Syzygium","Myrtaceae",NA,9.64,87.5,17.5,45,NA
5857,"Backhousia bancroftii","Backhousia","Myrtaceae",NA,NA,102,37.5,33,NA
5858,"Backhousia citriodora","Backhousia","Myrtaceae",NA,10.5,92.5,30,25,141
5859,"Backhousia hughesii","Backhousia","Myrtaceae",NA,NA,67.5,30,35,NA
5860,"Backhousia kingii","Backhousia","Myrtaceae",NA,NA,26.5,15,20,NA
5861,"Backhousia myrtifolia","Backhousia","Myrtaceae",98.9,11.6,55,22.5,35,98.9
5862,"Backhousia oligantha","Backhousia","Myrtaceae",NA,NA,20,9,12,NA
5863,"Backhousia sciadophora","Backhousia","Myrtaceae",NA,NA,67.5,32.5,30,NA
5865,"Baileyoxylon lanceolatum","Baileyoxylon","Achariaceae",NA,1700,130,45,30,NA
5867,"Baloghia inophylla","Baloghia","Euphorbiaceae",128,53.9,101,42.5,24,128
5868,"Baloghia marmorata","Baloghia","Euphorbiaceae",NA,NA,108,35,8,NA
5869,"Baloghia parviflora","Baloghia","Euphorbiaceae",NA,NA,128,43.5,20,NA
5871,"Barongia lophandra","Barongia","Myrtaceae",NA,NA,170,65,36,NA
5872,"Barringtonia asiatica","Barringtonia","Lecythidaceae",NA,NA,260,120,30,NA
5873,"Barringtonia calyptrata","Barringtonia","Lecythidaceae",NA,NA,270,85,30,NA
5874,"Barringtonia racemosa","Barringtonia","Lecythidaceae",NA,9200,300,115,27,NA
5876,"Bedfordia arborescens","Bedfordia","Asteraceae",83.8,0.747,198,40.8,12,83.8
5877,"Berrya javanica","Berrya","Malvaceae",NA,NA,154,88.2,25,NA
5878,"Bertya polystigma","Bertya","Euphorbiaceae",NA,NA,32,5.5,6,NA
5879,"Shonia tristigma","Shonia","Euphorbiaceae",NA,NA,27.5,5,4,NA
5880,"Bidens bipinnata","Bidens","Asteraceae",NA,4.09,110,55,1.6,NA
5881,"Bidens pilosa","Bidens","Asteraceae",NA,1.53,55,37.5,1,NA
5883,"Bischofia javanica","Bischofia","Phyllanthaceae",NA,12,95,52.5,30,NA
5886,"Bobea myrtoides","Bobea","Rubiaceae",84.1,NA,77.5,33,18,84.1
5887,"Boea hygroscopica","Boea","Gesneriaceae",NA,0.0108,NA,NA,0.2,NA
5890,"Bonamia dietrichiana","Bonamia","Convolvulaceae",NA,NA,21.5,12.5,NA,NA
5891,"Boronia alulata","Boronia","Rutaceae",NA,NA,7.5,2,3,NA
5892,"Boronia excelsa","Boronia","Rutaceae",NA,NA,37,4,3,NA
5893,"Bosistoa floydii","Bosistoa","Rutaceae",NA,NA,112,25,20,NA
5894,"Bosistoa medicinalis","Bosistoa","Rutaceae",NA,NA,122,60,20,NA
5895,"Bosistoa pentacocca","Bosistoa","Rutaceae",94.1,NA,180,42.5,20,94.1
5896,"Bosistoa selwynii","Bosistoa","Rutaceae",NA,NA,82.5,47.5,22,NA
5897,"Bosistoa transversa","Bosistoa","Rutaceae",NA,NA,82.5,41.2,22,NA
5898,"Bossiaea arenicola","Bossiaea","Fabaceae",NA,NA,13,13,12,NA
5899,"Bouchardatia neurococca","Bouchardatia","Rutaceae",NA,NA,87.5,30,15,NA
5900,"Brachychiton acerifolius","Brachychiton","Malvaceae",49,241,190,71.2,45,49
5901,"Brachychiton albidus","Brachychiton","Malvaceae",NA,NA,97.5,122,8,NA
5902,"Brachychiton chillagoensis","Brachychiton","Malvaceae",NA,177,155,175,10,NA
5903,"Brachychiton compactus","Brachychiton","Malvaceae",NA,56.5,90,40,15,NA
5904,"Brachychiton discolor","Brachychiton","Malvaceae",64.5,195,125,145,35,64.5
5905,"Brachychiton garrawayae","Brachychiton","Malvaceae",NA,NA,100,115,12,NA
5906,"Brachychiton grandiflorus","Brachychiton","Malvaceae",NA,NA,120,130,20,NA
5908,"Brachychiton rupestris","Brachychiton","Malvaceae",51,58.6,95,45.5,25,51
5909,"Brachychiton velutinosus","Brachychiton","Malvaceae",NA,NA,145,150,20,NA
5910,"Breynia oblongifolia","Breynia","Phyllanthaceae",79.3,6.3,22,13.7,8,79.3
5911,"Bridelia exaltata","Bridelia","Phyllanthaceae",93.2,26.2,85,35,35,93.2
5912,"Bridelia finalis","Bridelia","Phyllanthaceae",NA,NA,120,62.5,10,NA
5913,"Bridelia insulana","Bridelia","Phyllanthaceae",NA,54,140,57.5,16,NA
5914,"Bridelia leichhardtii","Bridelia","Phyllanthaceae",117,NA,57.5,25.5,15,117
5916,"Brombya smithii","Brombya","Rutaceae",NA,NA,145,60,7,NA
5917,"Brownlowia argentata","Brownlowia","Malvaceae",NA,NA,155,85,10,NA
5918,"Bursaria incana","Bursaria","Pittosporaceae",182,2.71,47.5,9.75,10,182
5919,"Bursaria tenuifolia","Bursaria","Pittosporaceae",NA,2.63,60,17,20,NA
5921,"Coelospermum paniculatum","Coelospermum","Rubiaceae",NA,NA,101,53.8,NA,NA
5922,"Cajanus acutifolius","Cajanus","Fabaceae",NA,20.4,38.5,17,2,NA
5923,"Cajanus reticulatus","Cajanus","Fabaceae",NA,NA,67.5,45,2,NA
5925,"Calamus caryotoides","Calamus","Arecaceae",167,119,NA,NA,NA,167
5926,"Calamus moti","Calamus","Arecaceae",40.6,134,NA,NA,37,40.6
5929,"Ackama australiensis","Ackama","Cunoniaceae",NA,NA,87.5,27.5,30,NA
5930,"Ackama paniculosa","Ackama","Cunoniaceae",97.5,0.138,106,40,45,97.5
5931,"Callerya sp. Beatrice River (L.S.Smith 10487)","Callerya","Fabaceae",NA,NA,110,42.5,NA,NA
5932,"Calopogonium mucunoides","Calopogonium","Fabaceae",NA,8.1,NA,NA,NA,NA
5933,"Callerya pilipes","Callerya","Fabaceae",NA,NA,70,35,NA,NA
5934,"Callicarpa brevistyla","Callicarpa","Lamiaceae",NA,NA,110,77.5,7,NA
5935,"Callicarpa candicans","Callicarpa","Lamiaceae",NA,0.828,118,52.5,8,NA
5936,"Callicarpa caudata","Callicarpa","Lamiaceae",NA,NA,145,40,4,NA
5937,"Callicoma serratifolia","Callicoma","Cunoniaceae",NA,0.197,80,38.6,35,92.6
5938,"Callistemon recurvus","Callistemon","Myrtaceae",NA,NA,25.5,5,7,NA
5939,"Callistemon viminalis","Callistemon","Myrtaceae",139,0.352,57.5,7,15,139
5940,"Calophyllum australianum","Calophyllum","Clusiaceae",NA,5400,105,30,30,NA
5941,"Calophyllum bicolor","Calophyllum","Clusiaceae",NA,NA,110,32.5,10,NA
5942,"Calophyllum costatum","Calophyllum","Clusiaceae",185,5600,67.5,32.5,35,185
5945,"Camptostemon schultzii","Camptostemon","Malvaceae",NA,NA,90,30,22,NA
5946,"Canarium acutifolium","Canarium","Burseraceae",NA,NA,270,112,20,NA
5947,"Canarium australianum var. australianum","Canarium","Burseraceae",NA,NA,95,42.5,40,NA
5948,"Canavalia cathartica","Canavalia","Fabaceae",NA,878,110,74.5,NA,NA
5949,"Canavalia papuana","Canavalia","Fabaceae",NA,495,110,76,NA,NA
5950,"Canavalia rosea","Canavalia","Fabaceae",NA,594,72.5,57.5,NA,NA
5952,"Psydrax banksii","Psydrax","Rubiaceae",NA,NA,47.5,26.5,6,NA
5953,"Psydrax laxiflorens","Psydrax","Rubiaceae",NA,NA,85,47.5,20,NA
5955,"Psydrax reticulata","Psydrax","Rubiaceae",NA,NA,52.5,47.5,6,NA
5956,"Psydrax paludosa","Psydrax","Rubiaceae",NA,NA,24,8,8,NA
5957,"Psydrax tropica","Psydrax","Rubiaceae",NA,NA,122,57.5,15,NA
5958,"Psydrax ammophila","Psydrax","Rubiaceae",NA,NA,70,35,10,NA
5960,"Canthium lamprophyllum","Canthium","Rubiaceae",NA,NA,100,35,15,NA
5961,"Canthium odoratum","Canthium","Rubiaceae",NA,NA,55,22.5,15,NA
5962,"Capparis sp. Coen (L.S.Smith 11862)","Capparis","Capparaceae",NA,NA,92.5,40,NA,NA
5964,"Capparis arborea","Capparis","Capparaceae",121,86.4,75,32.5,10,121
5965,"Capparis canescens","Capparis","Capparaceae",NA,NA,67.5,42.5,6,NA
5966,"Capparis lanceolaris","Capparis","Capparaceae",NA,NA,95,34,NA,NA
5967,"Capparis lasiantha","Capparis","Capparaceae",NA,23,57.5,16,4,57.8
5968,"Capparis lucida","Capparis","Capparaceae",NA,NA,65,35,12,NA
5969,"Capparis ornans","Capparis","Capparaceae",NA,164,100,45,NA,NA
5970,"Capparis quiniflora","Capparis","Capparaceae",NA,NA,75,43.8,15,NA
5971,"Capparis sepiaria","Capparis","Capparaceae",NA,41.7,63.8,28.8,6,NA
5972,"Capsicum annuum","Capsicum","Solanaceae",NA,NA,80,33.4,2,NA
5973,"Carissa lanceolata","Carissa","Apocynaceae",171,68.9,28,6.5,3,171
5974,"Carissa laxiflora","Carissa","Apocynaceae",NA,NA,60,30,2,NA
5975,"Carissa ovata","Carissa","Apocynaceae",158,NA,27.5,22.2,4,158
5976,"Ehretia microphylla","Ehretia","Boraginaceae",NA,NA,17.5,10,4,NA
5978,"Cascabela thevetia","Cascabela","Apocynaceae",NA,NA,110,5,9,NA
5979,"Casearia sp. Mission Beach (B.P.Hyland 773)","Casearia","Salicaceae",NA,6,80,32.5,15,NA
5980,"Casearia costulata","Casearia","Salicaceae",90.4,NA,105,35,7,90.4
5981,"Casearia dallachii","Casearia","Salicaceae",63.6,7,120,55,8,63.6
5982,"Casearia grayi","Casearia","Salicaceae",NA,NA,75,45,25,NA
5983,"Casearia grewiifolia","Casearia","Salicaceae",NA,NA,125,50,20,NA
5984,"Casearia multinervosa","Casearia","Salicaceae",NA,NA,75,33,10,NA
5985,"Cassia sp. Kalpowar (D.G.Fell+ DF2769)","Cassia","Fabaceae",NA,NA,55,26.5,9,NA
5986,"Cassia sp. Paluma Range (G.Sankowsky+ 450)","Cassia","Fabaceae",NA,NA,57.5,28.5,18,NA
5989,"Cassinia leptocephala","Cassinia","Asteraceae",NA,0.125,65,1.75,3,NA
5990,"Cassinia subtropica","Cassinia","Asteraceae",NA,0.105,23.5,6.25,3,NA
5991,"Castanospora alphandii","Castanospora","Sapindaceae",NA,2000,100,40,45,98.4
5993,"Catharanthus roseus","Catharanthus","Apocynaceae",NA,NA,52.5,20,1,NA
5994,"Cayratia acris","Cayratia","Vitaceae",31,NA,130,91.2,NA,31
5995,"Cayratia cardiophylla","Cayratia","Vitaceae",NA,NA,120,122,NA,NA
5996,"Cayratia clematidea","Cayratia","Vitaceae",37.2,11.4,47.5,23.8,2,37.2
5997,"Causonis japonica","Causonis","Vitaceae",NA,NA,77.5,42.5,NA,NA
5998,"Celtis hildebrandii","Celtis","Cannabaceae",NA,NA,97.5,50,38,NA
5999,"Celtis timorensis","Celtis","Cannabaceae",NA,NA,75,37.5,10,NA
6000,"Centrosema molle","Centrosema","Fabaceae",NA,8.1,NA,NA,NA,NA
6001,"Cephalaralia cephalobotrys","Cephalaralia","Araliaceae",48.6,3.78,76.8,32.3,5,48.6
6002,"Ceratopetalum apetalum","Ceratopetalum","Cunoniaceae",NA,16.5,90,36.1,40,91.2
6003,"Ceratopetalum hylandii","Ceratopetalum","Cunoniaceae",NA,NA,70,30,20,NA
6004,"Ceratopetalum iugumense","Ceratopetalum","Cunoniaceae",NA,NA,125,34.5,10,NA
6005,"Ceratopetalum macrophyllum","Ceratopetalum","Cunoniaceae",NA,NA,172,66.5,20,NA
6006,"Ceratopetalum succirubrum","Ceratopetalum","Cunoniaceae",155,NA,100,35,30,155
6007,"Ceratopetalum virchowii","Ceratopetalum","Cunoniaceae",119,NA,110,45,30,119
6008,"Cerbera inflata","Cerbera","Apocynaceae",NA,13000,210,45,30,NA
6009,"Cerbera manghas","Cerbera","Apocynaceae",NA,NA,165,50,12,NA
6010,"Ceriops decandra","Ceriops","Rhizophoraceae",NA,NA,65,36.5,5,NA
6011,"Ceropegia cumingiana","Ceropegia","Apocynaceae",NA,NA,75,45,NA,NA
6012,"Cestrum nocturnum","Cestrum","Solanaceae",NA,NA,125,55,4,NA
6014,"Chionanthus axillaris","Chionanthus","Oleaceae",NA,421,95,31,12,NA
6015,"Chionanthus ramiflora","Chionanthus","Oleaceae",NA,NA,135,55,22,NA
6016,"Chionanthus sleumeri","Chionanthus","Oleaceae",NA,NA,185,57.5,8,NA
6017,"Chisocheton longistipitatus","Chisocheton","Meliaceae",36.9,3600,205,85,40,36.9
6018,"Backhousia leptopetala","Backhousia","Myrtaceae",NA,NA,97,35,20,NA
6019,"Choriceras majus","Choriceras","Picrodendraceae",NA,NA,97.5,77.5,20,NA
6020,"Chromolaena odorata","Chromolaena","Asteraceae",NA,1.5,NA,NA,4,NA
6022,"Donella lanceolata","Donella","Sapotaceae",NA,NA,97.5,25,30,NA
6024,"Cinnamomum camphora","Cinnamomum","Lauraceae",NA,NA,75,37.5,20,NA
6025,"Cissampelos pareira","Cissampelos","Menispermaceae",NA,10.5,NA,NA,NA,NA
6026,"Cissus adnata","Cissus","Vitaceae",NA,NA,132,128,8,NA
6027,"Cissus cardiophylla","Cissus","Vitaceae",NA,NA,90,95,NA,NA
6028,"Cissus hastata","Cissus","Vitaceae",NA,65,80,67.5,NA,NA
6029,"Cissus oblonga","Cissus","Vitaceae",100,56.5,85,42.5,NA,100
6030,"Clematicissus opaca","Clematicissus","Vitaceae",NA,NA,37.5,16.5,NA,NA
6031,"Cissus pentaclada","Cissus","Vitaceae",NA,NA,100,97.5,NA,NA
6032,"Cissus reniformis","Cissus","Vitaceae",NA,NA,108,85,NA,NA
6033,"Cissus repens","Cissus","Vitaceae",NA,32,120,87.5,NA,NA
6034,"Cissus sterculiifolia","Cissus","Vitaceae",75.7,NA,109,51.2,NA,75.7
6035,"Cissus vinosa","Cissus","Vitaceae",21.4,NA,128,80,39,21.4
6036,"Citrus garrawayi","Citrus","Rutaceae",NA,22.8,33.5,22,12,NA
6037,"Citrus inodora","Citrus","Rutaceae",NA,NA,135,62.5,6,NA
6039,"Claoxylon angustifolium","Claoxylon","Euphorbiaceae",NA,NA,150,15,3,NA
6040,"Claoxylon hillii","Claoxylon","Euphorbiaceae",NA,NA,135,80,10,NA
6041,"Claoxylon tenerifolium","Claoxylon","Euphorbiaceae",NA,13,170,96,20,NA
6042,"Clausena brevistyla","Clausena","Rutaceae",NA,72,80,27.5,8,NA
6043,"Cleidion javanicum","Cleidion","Euphorbiaceae",NA,NA,125,52.5,18,NA
6044,"Cleistanthus apodus","Cleistanthus","Phyllanthaceae",NA,NA,106,44,12,NA
6045,"Cleistanthus cunninghamii","Cleistanthus","Phyllanthaceae",NA,19.2,60,30,25,70.6
6046,"Cleistanthus dallachyanus","Cleistanthus","Phyllanthaceae",NA,NA,66.5,32,12,NA
6047,"Cleistanthus discolor","Cleistanthus","Phyllanthaceae",NA,NA,149,60,10,NA
6048,"Cleistanthus hylandii","Cleistanthus","Phyllanthaceae",NA,NA,124,56,15,NA
6049,"Cleistanthus peninsularis","Cleistanthus","Phyllanthaceae",NA,NA,54,47.5,16,NA
6050,"Cleistanthus semiopacus","Cleistanthus","Phyllanthaceae",NA,NA,68.5,25.5,20,NA
6051,"Cleistanthus xerophilus","Cleistanthus","Phyllanthaceae",NA,NA,81.5,34,6,NA
6052,"Clerodendrum costatum","Clerodendrum","Lamiaceae",NA,NA,148,90,6,NA
6053,"Clerodendrum grayi","Clerodendrum","Lamiaceae",NA,NA,145,64,6,NA
6056,"Clerodendrum tomentosum","Clerodendrum","Lamiaceae",93.4,68.1,96.5,36.2,10,93.4
6057,"Clerodendrum tracyanum","Clerodendrum","Lamiaceae",NA,19,215,155,10,NA
6059,"Coatesia paniculata","Coatesia","Rutaceae",119,NA,65,30,12,119
6060,"Coccinia grandis","Coccinia","Cucurbitaceae",NA,11.8,NA,NA,NA,NA
6061,"Cocos nucifera","Cocos","Arecaceae",NA,402000,NA,NA,30,NA
6062,"Codiaeum membranaceum","Codiaeum","Euphorbiaceae",NA,NA,148,55,6,NA
6063,"Codiaeum variegatum","Codiaeum","Euphorbiaceae",41.7,NA,NA,NA,5,41.7
6064,"Codonocarpus attenuatus","Codonocarpus","Gyrostemonaceae",NA,4.35,82.5,9.5,12,NA
6067,"Colubrina asiatica","Colubrina","Rhamnaceae",NA,31.8,65,47.5,2,NA
6068,"Commelina ensifolia","Commelina","Commelinaceae",NA,10.7,85,7.75,0.5,NA
6069,"Commersonia bartramia","Commersonia","Malvaceae",NA,3.56,115,70,25,NA
6070,"Androcalva rossii","Androcalva","Malvaceae",NA,6.04,210,152,8,NA
6071,"Connarus conchocarpus","Connarus","Connaraceae",NA,NA,150,54,NA,NA
6072,"Erigeron canadensis","Erigeron","Asteraceae",NA,0.05,36.2,4.25,2,NA
6073,"Eschenbachia leucantha","Eschenbachia","Asteraceae",NA,NA,85,15,3,NA
6074,"Cordia aspera","Cordia","Boraginaceae",NA,NA,185,100,10,NA
6075,"Cordia dichotoma","Cordia","Boraginaceae",155,98.5,122,65,20,155
6077,"Cordia wallichii","Cordia","Boraginaceae",NA,NA,110,105,6,NA
6078,"Corokia whiteana","Corokia","Argophyllaceae",NA,NA,45,13,4,NA
6079,"Correa lawrenceana var. lawrenceana","Correa","Rutaceae",NA,NA,52.5,18,16,NA
6081,"Corymbia intermedia","Corymbia","Myrtaceae",150,4.63,120,24.7,35,150
6082,"Corymbia tessellaris","Corymbia","Myrtaceae",52.4,1.99,142,16,35,52.4
6083,"Corymbia torelliana","Corymbia","Myrtaceae",80.5,2.65,112,39,30,80.5
6087,"Crassocephalum crepidioides","Crassocephalum","Asteraceae",NA,0.86,133,66.6,1,NA
6088,"Crispiloba disperma","Crispiloba","Alseuosmiaceae",NA,NA,150,35,4,NA
6090,"Crotalaria pallida","Crotalaria","Fabaceae",NA,NA,50,25,3,NA
6091,"Crotalaria verrucosa","Crotalaria","Fabaceae",NA,14.8,110,59.2,1.5,NA
6092,"Croton acronychioides","Croton","Euphorbiaceae",NA,NA,77.5,32.5,14,NA
6093,"Croton brachypus","Croton","Euphorbiaceae",NA,NA,49,41,5,NA
6094,"Croton capitis-york","Croton","Euphorbiaceae",NA,NA,92.5,35,8,NA
6095,"Croton caudatus","Croton","Euphorbiaceae",NA,NA,101,65,NA,NA
6096,"Croton choristadenius","Croton","Euphorbiaceae",NA,NA,70,27.5,10,NA
6097,"Croton densivestitus","Croton","Euphorbiaceae",NA,NA,70,27.5,10,NA
6098,"Croton dockrillii","Croton","Euphorbiaceae",NA,NA,90,35,3,NA
6099,"Croton insularis","Croton","Euphorbiaceae",73.1,10.6,55.5,23.2,25,73.1
6100,"Croton magneticus","Croton","Euphorbiaceae",NA,NA,67.5,36,5,NA
6101,"Croton multicaulis","Croton","Euphorbiaceae",NA,NA,77.5,63,1.5,NA
6102,"Croton mutabilis","Croton","Euphorbiaceae",NA,NA,91.5,48.5,6,NA
6103,"Croton phebalioides","Croton","Euphorbiaceae",NA,NA,54,14.1,8,NA
6104,"Croton rarus","Croton","Euphorbiaceae",NA,NA,65,22.5,5,NA
6105,"Croton simulans","Croton","Euphorbiaceae",NA,NA,80,32.5,5,NA
6106,"Croton stigmatosus","Croton","Euphorbiaceae",NA,NA,115,27.5,15,NA
6107,"Croton stockeri","Croton","Euphorbiaceae",NA,NA,56,35,4,NA
6108,"Croton triacros","Croton","Euphorbiaceae",90.6,NA,118,52.5,10,90.6
6109,"Croton verreauxii","Croton","Euphorbiaceae",87.7,15.1,85,39.3,20,87.7
6111,"Crudia abbreviata","Crudia","Fabaceae",NA,NA,65,27.5,30,NA
6112,"Cryptocarya cercophylla","Cryptocarya","Lauraceae",NA,NA,82.5,32.5,10,NA
6115,"Cupaniopsis papillosa","Cupaniopsis","Sapindaceae",NA,NA,122,40,6,NA
6116,"Cupaniopsis cooperorum","Cupaniopsis","Sapindaceae",NA,NA,108,35,10,NA
6117,"Cupaniopsis flagelliformis var. australis","Cupaniopsis","Sapindaceae",NA,NA,120,30,40,NA
6118,"Cupaniopsis simulata","Cupaniopsis","Sapindaceae",NA,NA,105,40,25,NA
6119,"Cuttsia viburnea","Cuttsia","Rousseaceae",84,0.027,140,42.5,18,84
6120,"Cyanthillium cinereum","Cyanthillium","Asteraceae",NA,0.86,NA,NA,1.2,NA
6121,"Cyathea australis","Cyathea","Cyatheaceae",58.1,0.001,NA,2.9,20,58.1
6128,"Cyathea leichhardtiana","Cyathea","Cyatheaceae",NA,NA,2250,1050,7,NA
6133,"Cyathula prostrata","Cyathula","Amaranthaceae",NA,2.12,31.5,36.5,0.6,NA
6134,"Cyclophyllum brevipes","Cyclophyllum","Rubiaceae",NA,NA,104,40,6,NA
6135,"Cyclophyllum coprosmoides","Cyclophyllum","Rubiaceae",NA,NA,75,41.5,25,NA
6136,"Cyclophyllum costatum","Cyclophyllum","Rubiaceae",NA,NA,61,33,8,NA
6137,"Cyclophyllum maritimum","Cyclophyllum","Rubiaceae",NA,NA,60,36.5,10,NA
6138,"Cyclophyllum multiflorum","Cyclophyllum","Rubiaceae",NA,80,87.5,40,15,NA
6139,"Cyclophyllum protractum","Cyclophyllum","Rubiaceae",NA,NA,61.5,27.5,16,NA
6140,"Cyclophyllum rostellatum","Cyclophyllum","Rubiaceae",NA,NA,86,35.5,10,NA
