"X","taxon_name","genus","family","leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height","original_leaf_mass_per_area"
11313,"Acacia dacrydioides","Acacia","Fabaceae",NA,15.9,9.5,0.35,2.5,NA
11314,"Acacia daviesioides","Acacia","Fabaceae",NA,NA,6,NA,1,NA
11315,"Acacia daweana","Acacia","Fabaceae",NA,NA,50,8,1.5,NA
11316,"Acacia debilis","Acacia","Fabaceae",NA,18.3,11.2,4,6,NA
11317,"Acacia declinata","Acacia","Fabaceae",NA,2.2,14.5,1,0.4,NA
11318,"Acacia deficiens","Acacia","Fabaceae",NA,8.53,15,3,1,NA
11319,"Acacia deflexa","Acacia","Fabaceae",NA,1.53,12,3.5,2,NA
11320,"Acacia delibrata","Acacia","Fabaceae",160,NA,102,4.75,9,160
11321,"Acacia delicatula","Acacia","Fabaceae",NA,NA,10,0.35,1.5,NA
11322,"Acacia delphina","Acacia","Fabaceae",NA,NA,11.5,6.5,1,NA
11323,"Acacia deltoidea","Acacia","Fabaceae",NA,15.1,13,5.5,3,NA
11324,"Acacia demissa","Acacia","Fabaceae",NA,158,108,2.75,4,NA
11325,"Acacia densiflora","Acacia","Fabaceae",NA,NA,37.5,1.5,1.2,NA
11326,"Acacia dentifera","Acacia","Fabaceae",NA,10.9,55.9,2.15,7,NA
11327,"Acacia depressa","Acacia","Fabaceae",NA,11.7,NA,NA,0.05,NA
11328,"Acacia dermatophylla","Acacia","Fabaceae",NA,NA,37.5,9.5,0.5,NA
11329,"Acacia desertorum","Acacia","Fabaceae",NA,NA,90,NA,2,NA
11330,"Acacia deuteroneura","Acacia","Fabaceae",NA,NA,45,9,3,NA
11331,"Acacia diaphana","Acacia","Fabaceae",NA,NA,51,3.25,3,NA
11332,"Acacia diaphyllodinea","Acacia","Fabaceae",NA,NA,11.5,2.75,0.7,NA
11333,"Acacia dictyoneura","Acacia","Fabaceae",NA,8.41,10.5,6.5,1.5,NA
11334,"Acacia didyma","Acacia","Fabaceae",NA,NA,35,27.5,4,NA
11335,"Acacia dielsii","Acacia","Fabaceae",NA,NA,22.5,NA,2,NA
11336,"Acacia dietrichiana","Acacia","Fabaceae",NA,NA,180,2.5,6,NA
11337,"Acacia dilatata","Acacia","Fabaceae",NA,NA,15,8.5,0.7,NA
11338,"Acacia dimidiata","Acacia","Fabaceae",NA,40.4,109,55.2,7.5,180
11339,"Acacia diminuta","Acacia","Fabaceae",NA,NA,4,NA,0.2,NA
11340,"Acacia dissimilis","Acacia","Fabaceae",NA,NA,120,35,2.5,NA
11341,"Acacia dissona","Acacia","Fabaceae",NA,NA,30,1.25,2,NA
11342,"Acacia distans","Acacia","Fabaceae",NA,13.6,80,7,8,NA
11343,"Acacia disticha","Acacia","Fabaceae",NA,7.23,29,13,1,NA
11344,"Acacia ditricha","Acacia","Fabaceae",NA,NA,1.1,0.45,5,NA
11345,"Acacia divergens","Acacia","Fabaceae",239,2.3,8,5.5,2.3,239
11346,"Acacia x [Acacia dodonaeifolia x paradoxa; Maslin_2012]","Acacia","Fabaceae",NA,NA,25,5.5,2,NA
11347,"Acacia dodonaeifolia","Acacia","Fabaceae",NA,20.4,60,7.5,6,NA
11348,"Acacia dolichophylla","Acacia","Fabaceae",NA,NA,155,1.5,4,NA
11349,"Acacia donaldsonii","Acacia","Fabaceae",NA,NA,102,2,3,NA
11350,"Acacia dorothea","Acacia","Fabaceae",NA,NA,60,11.8,4,NA
11351,"Acacia dorsenna","Acacia","Fabaceae",NA,11,12.5,7,1.5,NA
11352,"Acacia douglasica","Acacia","Fabaceae",NA,NA,1.9,0.6,5,NA
11353,"Acacia drepanocarpa","Acacia","Fabaceae",NA,NA,77.5,6.85,3,NA
11354,"Acacia drepanophylla","Acacia","Fabaceae",NA,23.9,175,4.5,5,NA
11355,"Acacia drewiana","Acacia","Fabaceae",NA,NA,4.5,1.25,0.7,NA
11356,"Acacia drummondii","Acacia","Fabaceae",NA,3.56,7.5,3.5,2,NA
11357,"Acacia dunnii","Acacia","Fabaceae",199,203,270,118,6,199
11358,"Acacia dura","Acacia","Fabaceae",NA,NA,32.5,2.5,1.6,NA
11359,"Acacia durabilis","Acacia","Fabaceae",NA,13.9,27.5,22.5,2,NA
11360,"Acacia duriuscula","Acacia","Fabaceae",NA,2.56,55,2.5,3,NA
11361,"Acacia echinuliflora","Acacia","Fabaceae",NA,2.56,138,10,8,NA
11362,"Acacia effusa","Acacia","Fabaceae",NA,26.4,12,5,1,NA
11363,"Acacia elachantha","Acacia","Fabaceae",NA,9.59,138,14.5,3,275
11364,"Acacia sp. El Sharana (N.B.Byrnes 1326)","Acacia","Fabaceae",NA,NA,91,18.5,2,NA
11365,"Acacia empelioclada","Acacia","Fabaceae",NA,4.53,7,2,2,NA
11366,"Acacia enervia","Acacia","Fabaceae",NA,NA,52.5,3.4,3,NA
11367,"Acacia ensifolia","Acacia","Fabaceae",NA,NA,210,5.5,9,NA
11368,"Acacia epacantha","Acacia","Fabaceae",NA,NA,8,1.1,0.5,NA
11369,"Acacia epedunculata","Acacia","Fabaceae",NA,NA,42.5,1.45,0.65,NA
11370,"Acacia ephedroides","Acacia","Fabaceae",NA,6.92,110,0.85,4,NA
11371,"Acacia eremaea","Acacia","Fabaceae",NA,29.8,90,11.5,4,NA
11372,"Acacia eremophila","Acacia","Fabaceae",NA,NA,65,1.05,2,NA
11373,"Acacia ericifolia","Acacia","Fabaceae",NA,NA,15,1,1,NA
11374,"Acacia ericksoniae","Acacia","Fabaceae",NA,NA,3.5,2.75,0.6,NA
11375,"Acacia erinacea","Acacia","Fabaceae",299,5.47,8.5,3,1,299
11376,"Acacia erioclada","Acacia","Fabaceae",NA,NA,5.75,1.5,0.5,NA
11377,"Acacia errabunda","Acacia","Fabaceae",NA,9.86,35,5.5,2.5,NA
11378,"Acacia euthycarpa","Acacia","Fabaceae",382,18.9,60,3.5,4,382
11379,"Acacia euthyphylla","Acacia","Fabaceae",NA,4.6,65,2.5,2,NA
11380,"Acacia evenulosa","Acacia","Fabaceae",NA,NA,27.5,2.75,1.7,NA
11382,"Acacia excentrica","Acacia","Fabaceae",NA,NA,15,3.5,0.5,NA
11383,"Acacia exigua","Acacia","Fabaceae",NA,13.3,140,1,6,NA
11384,"Acacia exocarpoides","Acacia","Fabaceae",NA,NA,13,NA,3,NA
11385,"Acacia extensa","Acacia","Fabaceae",211,13.6,150,1.3,3,211
11386,"Acacia fagonioides","Acacia","Fabaceae",NA,NA,3.5,1.5,0.5,NA
11387,"Acacia falciformis","Acacia","Fabaceae",167,42.8,165,27.8,12,167
11388,"Acacia farinosa","Acacia","Fabaceae",NA,51.8,57.5,5,2,NA
11389,"Acacia faucium","Acacia","Fabaceae",NA,NA,158,23.5,10,NA
11390,"Acacia fauntleroyi","Acacia","Fabaceae",NA,8.24,140,2.75,7,NA
11391,"Acacia ferocior","Acacia","Fabaceae",NA,NA,9,1.75,0.7,NA
11392,"Acacia filamentosa","Acacia","Fabaceae",748,NA,175,NA,2,748
11393,"Acacia filifolia","Acacia","Fabaceae",NA,3.77,160,0.85,3,NA
11394,"Acacia filipes","Acacia","Fabaceae",NA,NA,118,0.6,1,NA
11395,"Acacia flabellifolia","Acacia","Fabaceae",NA,8.58,10.5,6.5,1,NA
11396,"Acacia flagelliformis","Acacia","Fabaceae",NA,NA,NA,3.5,0.6,NA
11397,"Acacia flavipila","Acacia","Fabaceae",NA,NA,16,6,2,NA
11398,"Acacia flexifolia","Acacia","Fabaceae",NA,6.06,17.5,1.87,1.5,198
11399,"Acacia flocktoniae","Acacia","Fabaceae",NA,7.42,75,3.75,4,NA
11400,"Acacia floydii","Acacia","Fabaceae",NA,30.2,90,2,5,NA
11401,"Acacia fodinalis","Acacia","Fabaceae",NA,NA,108,11.5,10,NA
11402,"Acacia formidabilis","Acacia","Fabaceae",NA,NA,19,3.25,0.6,NA
11403,"Acacia forrestiana","Acacia","Fabaceae",NA,NA,15,7.5,1,NA
11404,"Acacia forsythii","Acacia","Fabaceae",NA,NA,77.5,3,4,NA
11405,"Acacia froggattii","Acacia","Fabaceae",NA,NA,5.25,1.85,1,NA
11406,"Acacia galeata","Acacia","Fabaceae",NA,71.2,85,10.5,6,NA
11407,"Acacia galioides","Acacia","Fabaceae",NA,9.75,5,NA,0.5,NA
11408,"Acacia gardneri","Acacia","Fabaceae",NA,NA,85,25,6,NA
11409,"Acacia gelasina","Acacia","Fabaceae",NA,NA,70,5.5,2.5,NA
11410,"Acacia gemina","Acacia","Fabaceae",NA,1.7,17.5,4.5,1,NA
11411,"Acacia gibbosa","Acacia","Fabaceae",NA,NA,67.5,1.15,3,NA
11412,"Acacia gilbertii","Acacia","Fabaceae",NA,NA,14,4,1,NA
11413,"Acacia gilesiana","Acacia","Fabaceae",NA,NA,145,1.65,3,NA
11414,"Acacia gittinsii","Acacia","Fabaceae",NA,8.96,20,0.9,2,NA
11415,"Acacia glandulicarpa","Acacia","Fabaceae",NA,9.18,11,6.25,2,NA
11416,"Acacia glaucissima","Acacia","Fabaceae",NA,3.84,30,10,1.5,NA
11417,"Acacia glaucocaesia","Acacia","Fabaceae",NA,NA,20,10,3,NA
11418,"Acacia glaucoptera","Acacia","Fabaceae",NA,3.92,47.5,13,1.5,NA
11419,"Acacia gloeotricha","Acacia","Fabaceae",NA,NA,70,13,NA,NA
11420,"Acacia glutinosissima","Acacia","Fabaceae",NA,NA,130,2.75,3,NA
11421,"Acacia gnidium","Acacia","Fabaceae",NA,6.85,40,1.5,4,NA
11422,"Acacia gonocarpa","Acacia","Fabaceae",245,7.83,76.8,2.02,3,245
11423,"Acacia gonoclada","Acacia","Fabaceae",NA,4.84,92.5,20.5,4,NA
11424,"Acacia gonophylla","Acacia","Fabaceae",NA,7.69,32.5,1.25,1,NA
11425,"Acacia gracilenta","Acacia","Fabaceae",NA,NA,64.5,3.95,3,NA
11426,"Acacia gracilifolia","Acacia","Fabaceae",NA,21.6,75,NA,2,NA
11427,"Acacia gracillima","Acacia","Fabaceae",NA,NA,62.5,1,4,NA
11428,"Acacia grandifolia","Acacia","Fabaceae",NA,NA,112,35,8,NA
11429,"Acacia graniticola","Acacia","Fabaceae",NA,NA,120,2,3,NA
11430,"Acacia gregorii","Acacia","Fabaceae",NA,NA,15,7.5,1,NA
11431,"Acacia grisea","Acacia","Fabaceae",NA,3.71,3,1.5,0.4,NA
11432,"Acacia guinetii","Acacia","Fabaceae",NA,NA,5.5,1.5,1,NA
11433,"Acacia guymeri","Acacia","Fabaceae",NA,NA,120,1.5,2.5,NA
11434,"Acacia hadrophylla","Acacia","Fabaceae",NA,NA,16,4,0.5,NA
11435,"Acacia hamersleyensis","Acacia","Fabaceae",NA,16.1,110,11,4,NA
11436,"Acacia hamiltoniana","Acacia","Fabaceae",NA,15.7,42.5,3.88,3,NA
11437,"Acacia hammondii","Acacia","Fabaceae",205,6.28,55,5.25,4,205
11438,"Acacia handonis","Acacia","Fabaceae",NA,NA,12,NA,2,NA
11439,"Acacia hastulata","Acacia","Fabaceae",NA,NA,4.75,2.5,2,NA
11440,"Acacia helicophylla","Acacia","Fabaceae",NA,31.2,82.5,17.2,4,NA
11441,"Acacia helmsiana","Acacia","Fabaceae",NA,NA,12.5,0.75,2,NA
11442,"Acacia hemiteles","Acacia","Fabaceae",260,22.1,70,6.5,2,260
11443,"Acacia hendersonii","Acacia","Fabaceae",NA,NA,17,0.9,3,NA
11444,"Acacia heterochroa","Acacia","Fabaceae",NA,NA,22.5,17.5,1.5,NA
11445,"Acacia heteroclita","Acacia","Fabaceae",NA,NA,80,6,4,NA
11446,"Acacia heteroneura","Acacia","Fabaceae",NA,NA,80,2.1,2.5,NA
11447,"Acacia hexaneura","Acacia","Fabaceae",NA,5.97,14,1.5,1.5,NA
11448,"Acacia hilliana","Acacia","Fabaceae",NA,5.77,44,1,1.5,NA
11449,"Acacia hippuroides","Acacia","Fabaceae",NA,NA,16,NA,1,NA
11450,"Acacia hockingsii","Acacia","Fabaceae",NA,NA,80,2.5,3,NA
11451,"Acacia holotricha","Acacia","Fabaceae",NA,22.3,145,48,10,124
11452,"Acacia homaloclada","Acacia","Fabaceae",NA,NA,80,12,5,NA
11453,"Acacia hopperiana","Acacia","Fabaceae",NA,1.37,100,0.85,3,NA
11454,"Acacia horridula","Acacia","Fabaceae",NA,20.7,7,2,0.6,NA
11455,"Acacia howittii","Acacia","Fabaceae",74.7,5.52,22.5,7,9,74.7
11456,"Acacia hubbardiana","Acacia","Fabaceae",122,9.13,7.5,5.5,2,122
11457,"Acacia humifusa","Acacia","Fabaceae",NA,26.6,55.2,36.8,3,NA
11458,"Acacia hyaloneura","Acacia","Fabaceae",NA,5.22,102,9,2,NA
11459,"Acacia hypermeces","Acacia","Fabaceae",NA,NA,11.5,NA,1,NA
11460,"Acacia hystrix","Acacia","Fabaceae",NA,NA,40,1.35,1,NA
11461,"Acacia idiomorpha","Acacia","Fabaceae",473,NA,15,8.5,1,473
11462,"Acacia imbricata","Acacia","Fabaceae",91.2,9.82,14,1.5,2,91.2
11463,"Acacia imitans","Acacia","Fabaceae",NA,3.04,5.25,2,1,NA
11464,"Acacia imparilis","Acacia","Fabaceae",NA,NA,11,3.25,0.7,NA
11465,"Acacia improcera","Acacia","Fabaceae",NA,NA,4.5,2.5,0.4,NA
11466,"Acacia inaequilatera","Acacia","Fabaceae",NA,42,35,25,4,NA
11467,"Acacia inaequiloba","Acacia","Fabaceae",NA,NA,27.5,6,0.3,NA
11468,"Acacia inamabilis","Acacia","Fabaceae",NA,NA,32.5,1.5,1.3,NA
11469,"Acacia incanicarpa","Acacia","Fabaceae",NA,9.08,65,10.5,2.5,NA
11470,"Acacia inceana","Acacia","Fabaceae",NA,NA,62.5,1.25,3,NA
11471,"Acacia incongesta","Acacia","Fabaceae",NA,NA,55,3.75,4,NA
11472,"Acacia incrassata","Acacia","Fabaceae",NA,15.2,8.5,7,0.3,NA
11473,"Acacia incurva","Acacia","Fabaceae",NA,NA,30,1.5,0.4,NA
11474,"Acacia infecunda","Acacia","Fabaceae",NA,NA,18.5,1.25,0.5,NA
11475,"Acacia ingrata","Acacia","Fabaceae",NA,NA,13.2,1.5,0.5,NA
11476,"Acacia inophloia","Acacia","Fabaceae",NA,NA,108,0.7,3.5,NA
11477,"Acacia inops","Acacia","Fabaceae",NA,NA,6,0.75,NA,NA
11478,"Acacia insolita","Acacia","Fabaceae",NA,11.1,50,2.25,1.2,NA
11479,"Acacia intorta","Acacia","Fabaceae",NA,NA,75,1.75,3,NA
11480,"Acacia intricata","Acacia","Fabaceae",NA,NA,3,2,0.5,NA
11481,"Acacia islana","Acacia","Fabaceae",NA,NA,15,0.4,4,NA
11482,"Acacia isoneura","Acacia","Fabaceae",NA,NA,95,0.85,3,NA
11483,"Acacia iteaphylla","Acacia","Fabaceae",249,27.7,95,5.75,4,249
11484,"Acacia ixiophylla","Acacia","Fabaceae",NA,6.49,32.5,5.75,5,127
11485,"Acacia ixodes","Acacia","Fabaceae",NA,NA,36.2,4,7,NA
11486,"Acacia jackesiana","Acacia","Fabaceae",NA,NA,115,0.9,1,NA
11487,"Acacia jacksonioides","Acacia","Fabaceae",NA,NA,6.75,3.75,0.7,NA
11488,"Acacia jamesiana","Acacia","Fabaceae",NA,NA,150,1.25,6,NA
11490,"Acacia jensenii","Acacia","Fabaceae",NA,NA,42.5,4.5,6,NA
11491,"Acacia johannis","Acacia","Fabaceae",NA,NA,160,7.5,2,NA
11492,"Acacia johnsonii","Acacia","Fabaceae",NA,5.85,18.8,1.5,3,NA
11493,"Acacia jonesii","Acacia","Fabaceae",NA,13.8,4.12,1.18,25,226
11494,"Acacia jucunda","Acacia","Fabaceae",NA,15.5,48.8,14,8,NA
11495,"Acacia julifera","Acacia","Fabaceae",NA,NA,145,17,10,NA
11496,"Acacia juncifolia","Acacia","Fabaceae",263,9.62,130,1.27,3,263
11497,"Acacia kalgoorliensis","Acacia","Fabaceae",NA,NA,50,1.5,3,NA
11498,"Acacia kelleri","Acacia","Fabaceae",NA,NA,17.5,1.6,7,NA
11499,"Acacia kenneallyi","Acacia","Fabaceae",NA,NA,200,10,7,NA
11500,"Acacia kerryana","Acacia","Fabaceae",NA,NA,120,0.5,1,NA
11501,"Acacia kettlewelliae","Acacia","Fabaceae",NA,15.2,80,7.83,10,NA
11502,"Acacia kimberleyensis","Acacia","Fabaceae",NA,NA,120,1.3,1.5,NA
11503,"Acacia kingiana","Acacia","Fabaceae",NA,NA,NA,2.5,3,NA
11504,"Acacia kochii","Acacia","Fabaceae",NA,NA,15,4.5,2,NA
11505,"Acacia kulnurensis","Acacia","Fabaceae",NA,NA,5.5,2.4,4,NA
11506,"Acacia kybeanensis","Acacia","Fabaceae",NA,15.4,36.7,5.5,2.5,NA
11507,"Acacia kydrensis","Acacia","Fabaceae",NA,15.2,45,11.5,2,NA
11508,"Acacia lacertensis","Acacia","Fabaceae",NA,NA,148,15,8,NA
11509,"Acacia lachnophylla","Acacia","Fabaceae",NA,1.93,15,0.85,0.8,NA
11510,"Acacia lanceolata","Acacia","Fabaceae",NA,NA,11,2.75,1,NA
11511,"Acacia lanei","Acacia","Fabaceae",NA,NA,52.5,4,2,NA
11512,"Acacia lanigera","Acacia","Fabaceae",147,10.2,52.5,6.83,3,147
11513,"Acacia lanuginophylla","Acacia","Fabaceae",NA,4.3,27.5,6.75,1.2,NA
11514,"Acacia laricina","Acacia","Fabaceae",NA,NA,32.5,1.2,0.5,NA
11515,"Acacia lateriticola","Acacia","Fabaceae",NA,5.56,6,2.25,1.5,NA
11516,"Acacia latescens","Acacia","Fabaceae",147,93.1,170,11.8,10,147
11517,"Acacia latifolia","Acacia","Fabaceae",NA,NA,97.5,29.5,5,NA
11518,"Acacia latipes","Acacia","Fabaceae",NA,NA,30,4,1,NA
11519,"Acacia latisepala","Acacia","Fabaceae",NA,66.2,47.5,5.25,3,NA
11520,"Acacia lauta","Acacia","Fabaceae",NA,NA,30,2,2,NA
11521,"Acacia lazaridis","Acacia","Fabaceae",NA,NA,47.5,18.5,2.5,NA
11522,"Acacia legnota","Acacia","Fabaceae",NA,36.3,150,13.5,4,NA
11523,"Acacia leichhardtii","Acacia","Fabaceae",NA,NA,22.5,4.5,3,NA
11524,"Acacia leioderma","Acacia","Fabaceae",NA,NA,8.5,3.25,2,NA
11525,"Acacia lentiginea","Acacia","Fabaceae",NA,NA,85,8.5,3,NA
11526,"Acacia leprosa","Acacia","Fabaceae",NA,6.64,91.7,12.7,12,NA
11527,"Acacia leptalea","Acacia","Fabaceae",NA,NA,6.5,0.35,2,NA
11528,"Acacia leptoclada","Acacia","Fabaceae",NA,13.4,2.25,0.475,3,NA
11529,"Acacia leptoloba","Acacia","Fabaceae",NA,37,95,25.5,5,NA
11530,"Acacia leptoneura","Acacia","Fabaceae",NA,NA,52.5,1,NA,NA
11531,"Acacia leptopetala","Acacia","Fabaceae",NA,NA,37.5,7,3,NA
11532,"Acacia leptophleba","Acacia","Fabaceae",NA,NA,72.5,13.5,2.5,NA
11533,"Acacia leptospermoides","Acacia","Fabaceae",NA,NA,10,4,2,NA
11534,"Acacia leptostachya","Acacia","Fabaceae",180,3.98,65,7,6,180
11535,"Acacia leucoclada","Acacia","Fabaceae",151,NA,3.5,0.75,20,151
11536,"Acacia leucolobia","Acacia","Fabaceae",NA,25.8,22.5,10,3,NA
11537,"Acacia levata","Acacia","Fabaceae",NA,NA,108,15,3,NA
11538,"Acacia ligustrina","Acacia","Fabaceae",NA,3.83,40,6,3.5,NA
11539,"Acacia limbata","Acacia","Fabaceae",NA,8.03,80,22.5,2,NA
